estimation,coef,label
theta_dml,-0.021803694,DoubleML with cross-fitting
theta_dml,0.043913201,DoubleML with cross-fitting
theta_dml,0.08534298,DoubleML with cross-fitting
theta_dml,0.096924666,DoubleML with cross-fitting
theta_dml,-0.051455027,DoubleML with cross-fitting
theta_dml,0.015724987,DoubleML with cross-fitting
theta_dml,0.140526277,DoubleML with cross-fitting
theta_dml,-0.00588487100000001,DoubleML with cross-fitting
theta_dml,-0.056006657,DoubleML with cross-fitting
theta_dml,-0.019074113,DoubleML with cross-fitting
theta_dml,-0.024351417,DoubleML with cross-fitting
theta_dml,0.029057561,DoubleML with cross-fitting
theta_dml,-0.038305338,DoubleML with cross-fitting
theta_dml,0.02616302,DoubleML with cross-fitting
theta_dml,-0.028074184,DoubleML with cross-fitting
theta_dml,0.022638728,DoubleML with cross-fitting
theta_dml,-0.014319108,DoubleML with cross-fitting
theta_dml,-0.053800504,DoubleML with cross-fitting
theta_dml,-0.02300298,DoubleML with cross-fitting
theta_dml,0.095499939,DoubleML with cross-fitting
theta_dml,-0.020050047,DoubleML with cross-fitting
theta_dml,0.061294909,DoubleML with cross-fitting
theta_dml,0.049522249,DoubleML with cross-fitting
theta_dml,-0.034153591,DoubleML with cross-fitting
theta_dml,-0.023041378,DoubleML with cross-fitting
theta_dml,0.032324561,DoubleML with cross-fitting
theta_dml,0.0252807269999999,DoubleML with cross-fitting
theta_dml,0.037130558,DoubleML with cross-fitting
theta_dml,0.008431195,DoubleML with cross-fitting
theta_dml,-0.04599943,DoubleML with cross-fitting
theta_dml,-0.021514316,DoubleML with cross-fitting
theta_dml,-0.03428026,DoubleML with cross-fitting
theta_dml,-0.01138075,DoubleML with cross-fitting
theta_dml,0.035829149,DoubleML with cross-fitting
theta_dml,-0.00859375800000001,DoubleML with cross-fitting
theta_dml,-0.00367578499999999,DoubleML with cross-fitting
theta_dml,0.013651824,DoubleML with cross-fitting
theta_dml,-0.013978215,DoubleML with cross-fitting
theta_dml,0.048085775,DoubleML with cross-fitting
theta_dml,-0.049781383,DoubleML with cross-fitting
theta_dml,0.089061272,DoubleML with cross-fitting
theta_dml,0.070028944,DoubleML with cross-fitting
theta_dml,-0.00620936700000002,DoubleML with cross-fitting
theta_dml,-0.042287031,DoubleML with cross-fitting
theta_dml,-0.00924571200000002,DoubleML with cross-fitting
theta_dml,-0.049813434,DoubleML with cross-fitting
theta_dml,0.064573252,DoubleML with cross-fitting
theta_dml,0.014390205,DoubleML with cross-fitting
theta_dml,0.036154853,DoubleML with cross-fitting
theta_dml,0.064205629,DoubleML with cross-fitting
theta_dml,-0.053783997,DoubleML with cross-fitting
theta_dml,-0.025070298,DoubleML with cross-fitting
theta_dml,-0.075261721,DoubleML with cross-fitting
theta_dml,-0.019271052,DoubleML with cross-fitting
theta_dml,0.00973748600000002,DoubleML with cross-fitting
theta_dml,-0.029650965,DoubleML with cross-fitting
theta_dml,-0.104269854,DoubleML with cross-fitting
theta_dml,0.014206304,DoubleML with cross-fitting
theta_dml,-0.016863999,DoubleML with cross-fitting
theta_dml,0.00555001700000002,DoubleML with cross-fitting
theta_dml,-0.044326153,DoubleML with cross-fitting
theta_dml,-0.002335808,DoubleML with cross-fitting
theta_dml,0.00436308799999996,DoubleML with cross-fitting
theta_dml,-0.027446502,DoubleML with cross-fitting
theta_dml,0.048180298,DoubleML with cross-fitting
theta_dml,-0.05814832,DoubleML with cross-fitting
theta_dml,0.00980977599999999,DoubleML with cross-fitting
theta_dml,0.014380902,DoubleML with cross-fitting
theta_dml,0.0151114919999999,DoubleML with cross-fitting
theta_dml,0.024438567,DoubleML with cross-fitting
theta_dml,-0.024761789,DoubleML with cross-fitting
theta_dml,0.018538727,DoubleML with cross-fitting
theta_dml,0.0372382999999999,DoubleML with cross-fitting
theta_dml,0.0368952850000001,DoubleML with cross-fitting
theta_dml,-0.042908929,DoubleML with cross-fitting
theta_dml,-0.020512476,DoubleML with cross-fitting
theta_dml,0.027342928,DoubleML with cross-fitting
theta_dml,-0.033480261,DoubleML with cross-fitting
theta_dml,0.000898677999999986,DoubleML with cross-fitting
theta_dml,-0.007562493,DoubleML with cross-fitting
theta_dml,0.024065769,DoubleML with cross-fitting
theta_dml,0.022812378,DoubleML with cross-fitting
theta_dml,-0.012323321,DoubleML with cross-fitting
theta_dml,-0.017324279,DoubleML with cross-fitting
theta_dml,0.106135565,DoubleML with cross-fitting
theta_dml,0.000221561000000037,DoubleML with cross-fitting
theta_dml,0.00627460099999999,DoubleML with cross-fitting
theta_dml,0.071517841,DoubleML with cross-fitting
theta_dml,-0.056496788,DoubleML with cross-fitting
theta_dml,-0.016835728,DoubleML with cross-fitting
theta_dml,-0.00961652200000002,DoubleML with cross-fitting
theta_dml,0.034053445,DoubleML with cross-fitting
theta_dml,-0.073004653,DoubleML with cross-fitting
theta_dml,0.055014827,DoubleML with cross-fitting
theta_dml,-0.043263148,DoubleML with cross-fitting
theta_dml,0.00690015700000002,DoubleML with cross-fitting
theta_dml,-0.037770187,DoubleML with cross-fitting
theta_dml,-0.023250352,DoubleML with cross-fitting
theta_dml,0.05127646,DoubleML with cross-fitting
theta_dml,0.041959084,DoubleML with cross-fitting
theta_dml,0.041989827,DoubleML with cross-fitting
theta_dml,0.0712511500000001,DoubleML with cross-fitting
theta_dml,0.00900031700000004,DoubleML with cross-fitting
theta_dml,0.086522553,DoubleML with cross-fitting
theta_dml,-0.018481345,DoubleML with cross-fitting
theta_dml,0.124988641,DoubleML with cross-fitting
theta_dml,0.025507021,DoubleML with cross-fitting
theta_dml,-0.0834702,DoubleML with cross-fitting
theta_dml,-0.030877811,DoubleML with cross-fitting
theta_dml,0.035983548,DoubleML with cross-fitting
theta_dml,-0.007768836,DoubleML with cross-fitting
theta_dml,0.09073818,DoubleML with cross-fitting
theta_dml,-0.00275447899999998,DoubleML with cross-fitting
theta_dml,0.020602377,DoubleML with cross-fitting
theta_dml,-0.024376955,DoubleML with cross-fitting
theta_dml,0.112294504,DoubleML with cross-fitting
theta_dml,0.00400694400000001,DoubleML with cross-fitting
theta_dml,0.068137487,DoubleML with cross-fitting
theta_dml,0.034675673,DoubleML with cross-fitting
theta_dml,0.025995577,DoubleML with cross-fitting
theta_dml,0.100662288,DoubleML with cross-fitting
theta_dml,-0.025755241,DoubleML with cross-fitting
theta_dml,-0.028945249,DoubleML with cross-fitting
theta_dml,-0.021700885,DoubleML with cross-fitting
theta_dml,-0.010304448,DoubleML with cross-fitting
theta_dml,0.062705161,DoubleML with cross-fitting
theta_dml,-0.00872416999999998,DoubleML with cross-fitting
theta_dml,-0.03623564,DoubleML with cross-fitting
theta_dml,0.011402277,DoubleML with cross-fitting
theta_dml,-0.050783149,DoubleML with cross-fitting
theta_dml,-0.042422048,DoubleML with cross-fitting
theta_dml,-0.038640776,DoubleML with cross-fitting
theta_dml,-0.058279148,DoubleML with cross-fitting
theta_dml,0.015833161,DoubleML with cross-fitting
theta_dml,0.052845018,DoubleML with cross-fitting
theta_dml,-0.054647629,DoubleML with cross-fitting
theta_dml,-0.066945789,DoubleML with cross-fitting
theta_dml,0.021784596,DoubleML with cross-fitting
theta_dml,0.017861769,DoubleML with cross-fitting
theta_dml,-0.07138903,DoubleML with cross-fitting
theta_dml,-0.00984811099999999,DoubleML with cross-fitting
theta_dml,-0.00994288399999999,DoubleML with cross-fitting
theta_dml,0.030749907,DoubleML with cross-fitting
theta_dml,-0.00613460599999999,DoubleML with cross-fitting
theta_dml,0.075550501,DoubleML with cross-fitting
theta_dml,0.021199371,DoubleML with cross-fitting
theta_dml,0.022942683,DoubleML with cross-fitting
theta_dml,-0.023399282,DoubleML with cross-fitting
theta_dml,-0.01680125,DoubleML with cross-fitting
theta_dml,-0.0490469,DoubleML with cross-fitting
theta_dml,-0.082468541,DoubleML with cross-fitting
theta_dml,0.00431488499999999,DoubleML with cross-fitting
theta_dml,0.042740796,DoubleML with cross-fitting
theta_dml,-0.096391011,DoubleML with cross-fitting
theta_dml,0.084574209,DoubleML with cross-fitting
theta_dml,0.102746578,DoubleML with cross-fitting
theta_dml,-0.071657805,DoubleML with cross-fitting
theta_dml,-0.019881437,DoubleML with cross-fitting
theta_dml,0.111147593,DoubleML with cross-fitting
theta_dml,0.040325466,DoubleML with cross-fitting
theta_dml,0.036663887,DoubleML with cross-fitting
theta_dml,-0.017145102,DoubleML with cross-fitting
theta_dml,0.048586883,DoubleML with cross-fitting
theta_dml,0.00703911999999995,DoubleML with cross-fitting
theta_dml,-0.037327908,DoubleML with cross-fitting
theta_dml,0.030467193,DoubleML with cross-fitting
theta_dml,0.0536474500000001,DoubleML with cross-fitting
theta_dml,0.087152661,DoubleML with cross-fitting
theta_dml,0.028806814,DoubleML with cross-fitting
theta_dml,-0.07481554,DoubleML with cross-fitting
theta_dml,-0.062220709,DoubleML with cross-fitting
theta_dml,0.017846466,DoubleML with cross-fitting
theta_dml,0.027048897,DoubleML with cross-fitting
theta_dml,0.00355946100000004,DoubleML with cross-fitting
theta_dml,-0.061572111,DoubleML with cross-fitting
theta_dml,0.00715989699999997,DoubleML with cross-fitting
theta_dml,0.042511572,DoubleML with cross-fitting
theta_dml,-0.029703068,DoubleML with cross-fitting
theta_dml,-0.012284595,DoubleML with cross-fitting
theta_dml,0.00743862900000003,DoubleML with cross-fitting
theta_dml,0.025845998,DoubleML with cross-fitting
theta_dml,-0.00957007300000001,DoubleML with cross-fitting
theta_dml,-0.000990109999999989,DoubleML with cross-fitting
theta_dml,-0.01821351,DoubleML with cross-fitting
theta_dml,-0.051104157,DoubleML with cross-fitting
theta_dml,-0.033687764,DoubleML with cross-fitting
theta_dml,-0.00407284899999999,DoubleML with cross-fitting
theta_dml,0.0500724420000001,DoubleML with cross-fitting
theta_dml,-0.092486029,DoubleML with cross-fitting
theta_dml,-0.015837446,DoubleML with cross-fitting
theta_dml,-0.042132192,DoubleML with cross-fitting
theta_dml,-0.00866061499999998,DoubleML with cross-fitting
theta_dml,0.058883223,DoubleML with cross-fitting
theta_dml,0.0544136119999999,DoubleML with cross-fitting
theta_dml,0.015865134,DoubleML with cross-fitting
theta_dml,-0.00852399300000001,DoubleML with cross-fitting
theta_dml,-0.067678969,DoubleML with cross-fitting
theta_dml,0.000748820999999955,DoubleML with cross-fitting
theta_dml,0.102614445,DoubleML with cross-fitting
theta_dml,-0.00467381100000003,DoubleML with cross-fitting
theta_dml,0.037322895,DoubleML with cross-fitting
theta_dml,-0.064917697,DoubleML with cross-fitting
theta_dml,0.03685585,DoubleML with cross-fitting
theta_dml,0.021886639,DoubleML with cross-fitting
theta_dml,0.056088247,DoubleML with cross-fitting
theta_dml,-0.00133508399999999,DoubleML with cross-fitting
theta_dml,-0.00334243699999998,DoubleML with cross-fitting
theta_dml,-0.061329386,DoubleML with cross-fitting
theta_dml,-0.020163009,DoubleML with cross-fitting
theta_dml,-0.034432389,DoubleML with cross-fitting
theta_dml,-0.056911276,DoubleML with cross-fitting
theta_dml,0.049493447,DoubleML with cross-fitting
theta_dml,0.020863419,DoubleML with cross-fitting
theta_dml,-0.014119157,DoubleML with cross-fitting
theta_dml,-0.00837949900000001,DoubleML with cross-fitting
theta_dml,-0.00272190900000002,DoubleML with cross-fitting
theta_dml,-0.00024658700000002,DoubleML with cross-fitting
theta_dml,-0.010910312,DoubleML with cross-fitting
theta_dml,-0.067367667,DoubleML with cross-fitting
theta_dml,0.042871569,DoubleML with cross-fitting
theta_dml,-0.011989131,DoubleML with cross-fitting
theta_dml,-0.038674993,DoubleML with cross-fitting
theta_dml,0.016428267,DoubleML with cross-fitting
theta_dml,0.069533362,DoubleML with cross-fitting
theta_dml,0.005236978,DoubleML with cross-fitting
theta_dml,0.017686862,DoubleML with cross-fitting
theta_dml,-0.00134470399999997,DoubleML with cross-fitting
theta_dml,0.019844603,DoubleML with cross-fitting
theta_dml,-0.026695423,DoubleML with cross-fitting
theta_dml,0.027883827,DoubleML with cross-fitting
theta_dml,0.0236563440000001,DoubleML with cross-fitting
theta_dml,0.00416949300000002,DoubleML with cross-fitting
theta_dml,-0.044716294,DoubleML with cross-fitting
theta_dml,0.098325421,DoubleML with cross-fitting
theta_dml,-0.027016501,DoubleML with cross-fitting
theta_dml,0.01780785,DoubleML with cross-fitting
theta_dml,0.047712071,DoubleML with cross-fitting
theta_dml,0.00936996000000001,DoubleML with cross-fitting
theta_dml,-0.062253163,DoubleML with cross-fitting
theta_dml,0.069849366,DoubleML with cross-fitting
theta_dml,0.022265545,DoubleML with cross-fitting
theta_dml,0.039601063,DoubleML with cross-fitting
theta_dml,0.035131141,DoubleML with cross-fitting
theta_dml,-0.009938801,DoubleML with cross-fitting
theta_dml,0.0620852360000001,DoubleML with cross-fitting
theta_dml,-0.048620698,DoubleML with cross-fitting
theta_dml,-0.055574591,DoubleML with cross-fitting
theta_dml,-0.042287864,DoubleML with cross-fitting
theta_dml,0.02918627,DoubleML with cross-fitting
theta_dml,-0.00987027400000001,DoubleML with cross-fitting
theta_dml,0.00272852099999998,DoubleML with cross-fitting
theta_dml,-0.041750375,DoubleML with cross-fitting
theta_dml,-0.035790567,DoubleML with cross-fitting
theta_dml,0.040701533,DoubleML with cross-fitting
theta_dml,-0.010025744,DoubleML with cross-fitting
theta_dml,0.077625392,DoubleML with cross-fitting
theta_dml,-0.00968580400000002,DoubleML with cross-fitting
theta_dml,0.151041738,DoubleML with cross-fitting
theta_dml,-0.031481543,DoubleML with cross-fitting
theta_dml,0.012386542,DoubleML with cross-fitting
theta_dml,-0.031082326,DoubleML with cross-fitting
theta_dml,0.097005437,DoubleML with cross-fitting
theta_dml,0.024877138,DoubleML with cross-fitting
theta_dml,-0.057878137,DoubleML with cross-fitting
theta_dml,-0.014596848,DoubleML with cross-fitting
theta_dml,0.00607207200000004,DoubleML with cross-fitting
theta_dml,0.00951719399999995,DoubleML with cross-fitting
theta_dml,0.041591749,DoubleML with cross-fitting
theta_dml,-0.032496873,DoubleML with cross-fitting
theta_dml,0.028268571,DoubleML with cross-fitting
theta_dml,-0.00551474499999999,DoubleML with cross-fitting
theta_dml,0.061024583,DoubleML with cross-fitting
theta_dml,-0.100905277,DoubleML with cross-fitting
theta_dml,0.00384034700000002,DoubleML with cross-fitting
theta_dml,0.01387409,DoubleML with cross-fitting
theta_dml,0.02408194,DoubleML with cross-fitting
theta_dml,0.019125688,DoubleML with cross-fitting
theta_dml,-0.050910173,DoubleML with cross-fitting
theta_dml,0.08976573,DoubleML with cross-fitting
theta_dml,-0.013697622,DoubleML with cross-fitting
theta_dml,0.06373746,DoubleML with cross-fitting
theta_dml,0.011757073,DoubleML with cross-fitting
theta_dml,-0.011523063,DoubleML with cross-fitting
theta_dml,0.033714979,DoubleML with cross-fitting
theta_dml,0.03757372,DoubleML with cross-fitting
theta_dml,-0.072061223,DoubleML with cross-fitting
theta_dml,-0.040676715,DoubleML with cross-fitting
theta_dml,0.035557089,DoubleML with cross-fitting
theta_dml,0.082036132,DoubleML with cross-fitting
theta_dml,0.035193543,DoubleML with cross-fitting
theta_dml,-0.021582851,DoubleML with cross-fitting
theta_dml,-0.11666989,DoubleML with cross-fitting
theta_dml,0.029422548,DoubleML with cross-fitting
theta_dml,0.003942314,DoubleML with cross-fitting
theta_dml,0.03220793,DoubleML with cross-fitting
theta_dml,0.086057084,DoubleML with cross-fitting
theta_dml,0.011947418,DoubleML with cross-fitting
theta_dml,-0.029668897,DoubleML with cross-fitting
theta_dml,-0.025229385,DoubleML with cross-fitting
theta_dml,0.00758059099999997,DoubleML with cross-fitting
theta_dml,0.046605103,DoubleML with cross-fitting
theta_dml,0.022188853,DoubleML with cross-fitting
theta_dml,-0.070644714,DoubleML with cross-fitting
theta_dml,0.072140316,DoubleML with cross-fitting
theta_dml,0.06125861,DoubleML with cross-fitting
theta_dml,-0.039868812,DoubleML with cross-fitting
theta_dml,-0.04709728,DoubleML with cross-fitting
theta_dml,-0.003611578,DoubleML with cross-fitting
theta_dml,0.00666843399999995,DoubleML with cross-fitting
theta_dml,-0.00985055000000001,DoubleML with cross-fitting
theta_dml,0.00933880200000003,DoubleML with cross-fitting
theta_dml,0.00163856100000004,DoubleML with cross-fitting
theta_dml,-0.000220712000000012,DoubleML with cross-fitting
theta_dml,0.046238717,DoubleML with cross-fitting
theta_dml,0.00262387500000005,DoubleML with cross-fitting
theta_dml,-0.067739158,DoubleML with cross-fitting
theta_dml,-0.00237293,DoubleML with cross-fitting
theta_dml,0.011316043,DoubleML with cross-fitting
theta_dml,0.045365089,DoubleML with cross-fitting
theta_dml,0.038137328,DoubleML with cross-fitting
theta_dml,-0.042140545,DoubleML with cross-fitting
theta_dml,-0.046412838,DoubleML with cross-fitting
theta_dml,-0.024377381,DoubleML with cross-fitting
theta_dml,0.072387257,DoubleML with cross-fitting
theta_dml,-0.014360994,DoubleML with cross-fitting
theta_dml,0.0180536569999999,DoubleML with cross-fitting
theta_dml,0.00342780300000001,DoubleML with cross-fitting
theta_dml,0.00304889900000005,DoubleML with cross-fitting
theta_dml,0.040383919,DoubleML with cross-fitting
theta_dml,-0.00654265500000001,DoubleML with cross-fitting
theta_dml,-0.04960491,DoubleML with cross-fitting
theta_dml,0.034949215,DoubleML with cross-fitting
theta_dml,0.057382894,DoubleML with cross-fitting
theta_dml,0.0343807820000001,DoubleML with cross-fitting
theta_dml,0.00872594100000002,DoubleML with cross-fitting
theta_dml,0.051246161,DoubleML with cross-fitting
theta_dml,0.025896629,DoubleML with cross-fitting
theta_dml,-0.099351664,DoubleML with cross-fitting
theta_dml,-0.011236926,DoubleML with cross-fitting
theta_dml,0.027672695,DoubleML with cross-fitting
theta_dml,-0.075306257,DoubleML with cross-fitting
theta_dml,0.075318311,DoubleML with cross-fitting
theta_dml,0.051457444,DoubleML with cross-fitting
theta_dml,0.037292914,DoubleML with cross-fitting
theta_dml,-0.05208736,DoubleML with cross-fitting
theta_dml,-0.036101832,DoubleML with cross-fitting
theta_dml,-0.054942242,DoubleML with cross-fitting
theta_dml,0.035534587,DoubleML with cross-fitting
theta_dml,0.056765806,DoubleML with cross-fitting
theta_dml,0.015784047,DoubleML with cross-fitting
theta_dml,-0.019122927,DoubleML with cross-fitting
theta_dml,0.072669277,DoubleML with cross-fitting
theta_dml,0.0860975590000001,DoubleML with cross-fitting
theta_dml,0.038941708,DoubleML with cross-fitting
theta_dml,0.031877884,DoubleML with cross-fitting
theta_dml,-0.061637337,DoubleML with cross-fitting
theta_dml,0.0298962350000001,DoubleML with cross-fitting
theta_dml,-0.00192531899999998,DoubleML with cross-fitting
theta_dml,0.012755317,DoubleML with cross-fitting
theta_dml,0.00154666000000003,DoubleML with cross-fitting
theta_dml,-0.039634509,DoubleML with cross-fitting
theta_dml,0.018271383,DoubleML with cross-fitting
theta_dml,0.021026833,DoubleML with cross-fitting
theta_dml,0.024296674,DoubleML with cross-fitting
theta_dml,0.078400838,DoubleML with cross-fitting
theta_dml,-0.028836284,DoubleML with cross-fitting
theta_dml,-0.092221633,DoubleML with cross-fitting
theta_dml,0.031479083,DoubleML with cross-fitting
theta_dml,-0.042934271,DoubleML with cross-fitting
theta_dml,-0.047202752,DoubleML with cross-fitting
theta_dml,0.047754631,DoubleML with cross-fitting
theta_dml,0.035333251,DoubleML with cross-fitting
theta_dml,-0.013378327,DoubleML with cross-fitting
theta_dml,0.033333502,DoubleML with cross-fitting
theta_dml,0.012585748,DoubleML with cross-fitting
theta_dml,0.0731206330000001,DoubleML with cross-fitting
theta_dml,-0.00692482100000003,DoubleML with cross-fitting
theta_dml,0.0362983180000001,DoubleML with cross-fitting
theta_dml,-0.00959105700000001,DoubleML with cross-fitting
theta_dml,-0.00738614900000001,DoubleML with cross-fitting
theta_dml,0.015634887,DoubleML with cross-fitting
theta_dml,0.020953978,DoubleML with cross-fitting
theta_dml,0.013414401,DoubleML with cross-fitting
theta_dml,0.065388881,DoubleML with cross-fitting
theta_dml,-0.051480381,DoubleML with cross-fitting
theta_dml,-0.032440796,DoubleML with cross-fitting
theta_dml,0.00986426200000001,DoubleML with cross-fitting
theta_dml,-0.057095994,DoubleML with cross-fitting
theta_dml,-0.009890024,DoubleML with cross-fitting
theta_dml,0.034351365,DoubleML with cross-fitting
theta_dml,0.03417997,DoubleML with cross-fitting
theta_dml,0.057771444,DoubleML with cross-fitting
theta_dml,0.014516075,DoubleML with cross-fitting
theta_dml,0.019784049,DoubleML with cross-fitting
theta_dml,-0.014702376,DoubleML with cross-fitting
theta_dml,0.036380072,DoubleML with cross-fitting
theta_dml,0.050809275,DoubleML with cross-fitting
theta_dml,-0.051572528,DoubleML with cross-fitting
theta_dml,-0.00698442599999999,DoubleML with cross-fitting
theta_dml,0.032626063,DoubleML with cross-fitting
theta_dml,0.054964252,DoubleML with cross-fitting
theta_dml,0.03426375,DoubleML with cross-fitting
theta_dml,0.09617477,DoubleML with cross-fitting
theta_dml,0.068671474,DoubleML with cross-fitting
theta_dml,-0.077148982,DoubleML with cross-fitting
theta_dml,0.038661804,DoubleML with cross-fitting
theta_dml,0.037325385,DoubleML with cross-fitting
theta_dml,0.00352724900000001,DoubleML with cross-fitting
theta_dml,-0.060974095,DoubleML with cross-fitting
theta_dml,0.05184101,DoubleML with cross-fitting
theta_dml,0.072171145,DoubleML with cross-fitting
theta_dml,0.018936835,DoubleML with cross-fitting
theta_dml,-0.017718071,DoubleML with cross-fitting
theta_dml,-0.038446319,DoubleML with cross-fitting
theta_dml,-0.089791933,DoubleML with cross-fitting
theta_dml,-0.051519135,DoubleML with cross-fitting
theta_dml,-0.019084578,DoubleML with cross-fitting
theta_dml,-0.013320674,DoubleML with cross-fitting
theta_dml,-0.018443637,DoubleML with cross-fitting
theta_dml,0.037210814,DoubleML with cross-fitting
theta_dml,-0.040273517,DoubleML with cross-fitting
theta_dml,-0.030248568,DoubleML with cross-fitting
theta_dml,-0.047889945,DoubleML with cross-fitting
theta_dml,0.00845650099999995,DoubleML with cross-fitting
theta_dml,0.043183393,DoubleML with cross-fitting
theta_dml,0.0837458,DoubleML with cross-fitting
theta_dml,0.0273492440000001,DoubleML with cross-fitting
theta_dml,-0.035122656,DoubleML with cross-fitting
theta_dml,0.035844275,DoubleML with cross-fitting
theta_dml,-0.057287951,DoubleML with cross-fitting
theta_dml,-0.067900685,DoubleML with cross-fitting
theta_dml,0.057778388,DoubleML with cross-fitting
theta_dml,-0.00064360400000002,DoubleML with cross-fitting
theta_dml,0.025486405,DoubleML with cross-fitting
theta_dml,0.014135561,DoubleML with cross-fitting
theta_dml,0.036915139,DoubleML with cross-fitting
theta_dml,0.023707582,DoubleML with cross-fitting
theta_dml,-0.037330358,DoubleML with cross-fitting
theta_dml,0.074375201,DoubleML with cross-fitting
theta_dml,0.038129597,DoubleML with cross-fitting
theta_dml,-0.039188978,DoubleML with cross-fitting
theta_dml,-0.030101953,DoubleML with cross-fitting
theta_dml,-0.023529501,DoubleML with cross-fitting
theta_dml,0.0971827159999999,DoubleML with cross-fitting
theta_dml,-0.000571765000000002,DoubleML with cross-fitting
theta_dml,0.0201026520000001,DoubleML with cross-fitting
theta_dml,0.01226615,DoubleML with cross-fitting
theta_dml,0.00734637900000001,DoubleML with cross-fitting
theta_dml,0.03059586,DoubleML with cross-fitting
theta_dml,0.096174529,DoubleML with cross-fitting
theta_dml,-0.00654957099999998,DoubleML with cross-fitting
theta_dml,-0.032246558,DoubleML with cross-fitting
theta_dml,-0.081016149,DoubleML with cross-fitting
theta_dml,-0.05698335,DoubleML with cross-fitting
theta_dml,-0.010711812,DoubleML with cross-fitting
theta_dml,0.01913554,DoubleML with cross-fitting
theta_dml,0.02940407,DoubleML with cross-fitting
theta_dml,0.090913702,DoubleML with cross-fitting
theta_dml,0.014905818,DoubleML with cross-fitting
theta_dml,0.095071633,DoubleML with cross-fitting
theta_dml,0.064989643,DoubleML with cross-fitting
theta_dml,0.05039482,DoubleML with cross-fitting
theta_dml,0.029932447,DoubleML with cross-fitting
theta_dml,0.055261839,DoubleML with cross-fitting
theta_dml,-0.017674381,DoubleML with cross-fitting
theta_dml,-0.071350817,DoubleML with cross-fitting
theta_dml,0.086819452,DoubleML with cross-fitting
theta_dml,0.077900128,DoubleML with cross-fitting
theta_dml,-0.045329504,DoubleML with cross-fitting
theta_dml,0.016212671,DoubleML with cross-fitting
theta_dml,0.025556836,DoubleML with cross-fitting
theta_dml,-0.00461914800000002,DoubleML with cross-fitting
theta_dml,-0.066212629,DoubleML with cross-fitting
theta_dml,-0.043117127,DoubleML with cross-fitting
theta_dml,0.00562664700000004,DoubleML with cross-fitting
theta_dml,-0.019600036,DoubleML with cross-fitting
theta_dml,0.067110779,DoubleML with cross-fitting
theta_dml,-0.036301165,DoubleML with cross-fitting
theta_dml,0.00962508299999998,DoubleML with cross-fitting
theta_dml,-0.080951407,DoubleML with cross-fitting
theta_dml,0.043423737,DoubleML with cross-fitting
theta_dml,-0.01405345,DoubleML with cross-fitting
theta_dml,-0.038085835,DoubleML with cross-fitting
theta_dml,0.00416686499999996,DoubleML with cross-fitting
theta_dml,0.00945925199999997,DoubleML with cross-fitting
theta_dml,-0.00374088900000003,DoubleML with cross-fitting
theta_dml,0.05622814,DoubleML with cross-fitting
theta_dml,-0.051599307,DoubleML with cross-fitting
